candidate,arm_gain_pct,trail_drawdown_pct,reentry_mode,val_n_trades,val_n_stopped,val_stop_rate_pct,val_n_reentered,val_reentry_rate_among_stopped_pct,val_baseline_mean_ret_pct,val_strategy_mean_ret_pct,val_delta_mean_ret_pct,val_baseline_win_rate_pct,val_strategy_win_rate_pct,val_delta_win_rate_pct,test_n_trades,test_n_stopped,test_stop_rate_pct,test_n_reentered,test_reentry_rate_among_stopped_pct,test_baseline_mean_ret_pct,test_strategy_mean_ret_pct,test_delta_mean_ret_pct,test_baseline_win_rate_pct,test_strategy_win_rate_pct,test_delta_win_rate_pct
trail_after_1_dd_1.5_reclaim_peak_else_close,1.0,1.5,reclaim_peak_else_close,416,274,65.86538461538461,274,100.0,1.7203530096153843,0.6629602389916296,-1.0573927706237547,55.769230769230774,50.72115384615385,-5.048076923076927,422,305,72.27488151658767,305,100.0,1.4021763981042652,0.9532128990785603,-0.44896349902570487,50.71090047393365,52.843601895734594,2.1327014218009452
trail_after_0.5_dd_2_reclaim_peak_else_close,0.5,2.0,reclaim_peak_else_close,416,297,71.39423076923077,297,100.0,1.7203530096153843,0.6513361685645349,-1.0690168410508494,55.769230769230774,48.55769230769231,-7.211538461538467,422,313,74.17061611374407,313,100.0,1.4021763981042652,0.8700658567689991,-0.5321105413352661,50.71090047393365,52.13270142180095,1.421800947867304
trail_after_2_dd_1_reclaim_peak_else_out,2.0,1.0,reclaim_peak_else_out,416,244,58.65384615384615,167,68.44262295081968,1.7203530096153843,0.6244557871706526,-1.0958972224447316,55.769230769230774,56.00961538461539,0.2403846153846132,422,244,57.81990521327014,150,61.47540983606557,1.4021763981042652,1.0501763643875839,-0.3520000337166813,50.71090047393365,57.10900473933649,6.398104265402843
trail_after_2_dd_2_reclaim_peak_else_out,2.0,2.0,reclaim_peak_else_out,416,223,53.605769230769226,125,56.05381165919282,1.7203530096153843,0.5878289813234434,-1.1325240282919409,55.769230769230774,52.40384615384615,-3.3653846153846203,422,224,53.08056872037915,118,52.67857142857143,1.4021763981042652,0.9138907902674768,-0.4882856078367884,50.71090047393365,54.02843601895735,3.317535545023702
trail_after_1_dd_1_reclaim_peak_else_out,1.0,1.0,reclaim_peak_else_out,416,285,68.50961538461539,200,70.17543859649122,1.7203530096153843,0.555698482164895,-1.1646545274504891,55.769230769230774,53.36538461538461,-2.4038461538461604,422,313,74.17061611374407,202,64.5367412140575,1.4021763981042652,0.7006745454092224,-0.7015018526950428,50.71090047393365,54.02843601895735,3.317535545023702
trail_after_2_dd_1.5_reclaim_peak_else_out,2.0,1.5,reclaim_peak_else_out,416,235,56.49038461538461,149,63.40425531914894,1.7203530096153843,0.47233277687914754,-1.2480202327362369,55.769230769230774,55.28846153846154,-0.4807692307692335,422,235,55.687203791469194,131,55.74468085106383,1.4021763981042652,1.0301434012910402,-0.372032996813225,50.71090047393365,57.345971563981045,6.635071090047397
trail_after_0.5_dd_1_reclaim_peak_else_out,0.5,1.0,reclaim_peak_else_out,416,322,77.40384615384616,221,68.63354037267081,1.7203530096153843,0.4718691798846341,-1.2484838297307501,55.769230769230774,50.24038461538461,-5.52884615384616,422,339,80.33175355450237,217,64.0117994100295,1.4021763981042652,0.625362195521773,-0.7768142025824922,50.71090047393365,50.947867298578196,0.2369668246445471
trail_after_1_dd_2_stay_out,1.0,2.0,stay_out,416,261,62.74038461538461,0,0.0,1.7203530096153843,0.4665106644621506,-1.2538423451532337,55.769230769230774,48.07692307692308,-7.692307692307693,422,291,68.95734597156398,0,0.0,1.4021763981042652,0.553295346411002,-0.8488810516932632,50.71090047393365,46.91943127962085,-3.7914691943127963
trail_after_1_dd_0.5_stay_out,1.0,0.5,stay_out,416,297,71.39423076923077,0,0.0,1.7203530096153843,0.43431821709358664,-1.2860347925217976,55.769230769230774,69.47115384615384,13.701923076923066,422,319,75.59241706161137,0,0.0,1.4021763981042652,0.758390848334064,-0.6437855497702012,50.71090047393365,69.66824644549763,18.95734597156398
trail_after_1_dd_1_stay_out,1.0,1.0,stay_out,416,285,68.50961538461539,0,0.0,1.7203530096153843,0.42451984094979767,-1.2958331686655866,55.769230769230774,60.57692307692307,4.8076923076922995,422,313,74.17061611374407,0,0.0,1.4021763981042652,0.6960621813883203,-0.7061142167159449,50.71090047393365,60.66350710900474,9.952606635071092
trail_after_1_dd_1.5_stay_out,1.0,1.5,stay_out,416,274,65.86538461538461,0,0.0,1.7203530096153843,0.4199280861460138,-1.3004249234693706,55.769230769230774,54.807692307692314,-0.9615384615384599,422,305,72.27488151658767,0,0.0,1.4021763981042652,0.6478598469169677,-0.7543165511872975,50.71090047393365,51.65876777251185,0.9478672985782026
trail_after_1_dd_2_reclaim_peak_else_out,1.0,2.0,reclaim_peak_else_out,416,261,62.74038461538461,151,57.8544061302682,1.7203530096153843,0.39283694599150143,-1.3275160636238827,55.769230769230774,47.59615384615385,-8.173076923076927,422,291,68.95734597156398,152,52.23367697594502,1.4021763981042652,0.516232628501723,-0.8859437696025422,50.71090047393365,47.1563981042654,-3.554502369668249
trail_after_1_dd_1.5_reclaim_peak_else_out,1.0,1.5,reclaim_peak_else_out,416,274,65.86538461538461,175,63.868613138686136,1.7203530096153843,0.3855475708860024,-1.334805438729382,55.769230769230774,50.96153846153846,-4.807692307692314,422,305,72.27488151658767,172,56.393442622950815,1.4021763981042652,0.6036497263704758,-0.7985266717337894,50.71090047393365,51.18483412322274,0.4739336492890942
trail_after_0.5_dd_1_stay_out,0.5,1.0,stay_out,416,322,77.40384615384616,0,0.0,1.7203530096153843,0.3454932033269137,-1.3748598062884705,55.769230769230774,51.92307692307693,-3.8461538461538467,422,339,80.33175355450237,0,0.0,1.4021763981042652,0.6481401476397795,-0.7540362504644857,50.71090047393365,53.08056872037915,2.3696682464454994
trail_after_0.5_dd_0.5_stay_out,0.5,0.5,stay_out,416,333,80.04807692307693,0,0.0,1.7203530096153843,0.34146056720711476,-1.3788924424082696,55.769230769230774,61.057692307692314,5.28846153846154,422,345,81.75355450236967,0,0.0,1.4021763981042652,0.7356448461588597,-0.6665315519454055,50.71090047393365,61.84834123222749,11.137440758293842
trail_after_0.5_dd_2_stay_out,0.5,2.0,stay_out,416,297,71.39423076923077,0,0.0,1.7203530096153843,0.33167143241301056,-1.3886815772023737,55.769230769230774,43.269230769230774,-12.5,422,313,74.17061611374407,0,0.0,1.4021763981042652,0.5770514388844127,-0.8251249592198525,50.71090047393365,44.54976303317535,-6.161137440758296
trail_after_0.5_dd_1.5_stay_out,0.5,1.5,stay_out,416,311,74.75961538461539,0,0.0,1.7203530096153843,0.3279810247217216,-1.3923719848936627,55.769230769230774,48.79807692307692,-6.971153846153854,422,328,77.72511848341233,0,0.0,1.4021763981042652,0.6671790449885913,-0.7349973531156739,50.71090047393365,47.6303317535545,-3.080568720379148
trail_after_0.5_dd_1.5_reclaim_peak_else_out,0.5,1.5,reclaim_peak_else_out,416,311,74.75961538461539,192,61.7363344051447,1.7203530096153843,0.29397945707083023,-1.426373552544554,55.769230769230774,47.83653846153847,-7.932692307692307,422,328,77.72511848341233,183,55.79268292682927,1.4021763981042652,0.6253950601416988,-0.7767813379625664,50.71090047393365,49.052132701421804,-1.658767772511844
trail_after_0.5_dd_2_reclaim_peak_else_out,0.5,2.0,reclaim_peak_else_out,416,297,71.39423076923077,167,56.22895622895623,1.7203530096153843,0.28002079392911694,-1.4403322156862672,55.769230769230774,45.19230769230769,-10.57692307692308,422,313,74.17061611374407,159,50.798722044728436,1.4021763981042652,0.5966992089392715,-0.8054771891649937,50.71090047393365,46.208530805687204,-4.502369668246445
