"ticker","entry_time","exit_time","invested_eur","ret_pct","proceeds_eur","pnl_eur","market_category","market","primary_exchange","active","market_meta_found"
"XRX","2025-05-27 09:45:00","2025-05-28 16:00:00","4526.09280362","-0.8275","4488.63938567","-37.45341795","NASDAQ","stocks","XNAS","True","True"
"INIS","2025-05-27 13:45:24","2025-05-28 16:00:00","4526.09280362","-0.5871","4499.52011277","-26.57269085","OTC","otc","OTC Link","True","True"
"LBSR","2025-05-28 09:45:00","2025-05-29 16:00:00","4526.09280362","6.0976","4802.07583842","275.98303479","OTC","otc","OTC Link","True","True"
"OXBR","2025-05-28 09:45:00","2025-05-29 16:00:00","4526.09280362","2.3256","4631.35161786","105.25881424","NASDAQ","stocks","XNAS","True","True"
"GMGI","2025-05-29 09:45:00","2025-05-30 16:00:00","4510.08627642","5.9829","4779.92022825","269.83395183","NASDAQ","stocks","XNAS","True","True"
"SILO","2025-05-29 09:45:00","2025-05-30 16:00:00","4478.07322202","-4.4507","4278.76761713","-199.30560489","NASDAQ","stocks","XNAS","True","True"
"PROP","2025-05-30 09:45:00","2025-06-02 16:00:00","4605.39673868","2.9973","4743.43429513","138.03755645","NASDAQ","stocks","XNAS","True","True"
"CWBHF","2025-05-30 12:50:03","2025-06-02 16:00:00","4605.39673868","7.0696","4930.97986652","325.58312784","OTC","otc","OTC Link","True","True"
"KDOZF","2025-06-02 09:45:00","2025-06-03 16:00:00","4623.02882542","-14.2857","3962.5967965","-660.43202891","OTC","otc","OTC Link","True","True"
"NAUT","2025-06-03 09:45:00","2025-06-04 16:00:00","4738.93399649","6.1361","5029.71972545","290.78572896","NASDAQ","stocks","XNAS","True","True"
"PEPG","2025-06-03 09:45:00","2025-06-04 16:00:00","4738.93399649","7.0922","5075.02867339","336.0946769","NASDAQ","stocks","XNAS","True","True"
"CALC","2025-06-04 09:45:00","2025-06-05 16:00:00","4243.6099748","0.8222","4278.50093602","34.89096121","NASDAQ","stocks","XNAS","True","True"
"ANTX","2025-06-04 09:45:00","2025-06-05 16:00:00","4573.82598926","1.8349","4657.75112234","83.92513308","NASDAQ","stocks","XNAS","True","True"
"IMUX","2025-06-05 09:45:00","2025-06-06 16:00:00","4730.54609072","3.4917","4895.72256857","165.17647785","NASDAQ","stocks","XNAS","True","True"
"MTVA","2025-06-05 09:45:00","2025-06-06 16:00:00","4730.54609072","0.3188","4745.62707166","15.08098094","NASDAQ","stocks","XNAS","True","True"
"COOK","2025-06-05 09:45:00","2025-06-06 16:00:00","643.65621738","9.2937","703.47569526","59.81947788","NYSE","stocks","XNYS","True","True"
"EDBL","2025-06-06 09:45:00","2025-06-09 16:00:00","4760.2501143","13.8577","5419.91129438","659.66118009","NASDAQ","stocks","XNAS","True","True"
"ABL","2025-06-06 13:18:11","2025-06-09 16:00:00","4176.00194406","2.4876","4279.88416842","103.88222436","non tradable","","","","False"
"IMUX","2025-06-09 09:45:00","2025-06-10 16:00:00","4820.26934846","10.5934","5330.89976162","510.63041316","NASDAQ","stocks","XNAS","True","True"
"COOK","2025-06-09 09:45:00","2025-06-10 16:00:00","4820.26934846","0","4820.26934846","0","NYSE","stocks","XNYS","True","True"
"CTTH","2025-06-09 11:59:14","2025-06-10 16:00:00","704.28663857","25.6261","884.76783686","180.48119829","OTC","otc","OTC Link","True","True"
"BARK","2025-06-10 09:45:00","2025-06-11 16:00:00","5011.15519957","-9.6259","4528.78641122","-482.36878836","NYSE","stocks","XNYS","True","True"
"IMUX","2025-06-10 09:45:00","2025-06-11 16:00:00","190.88585111","1.7544","194.23475248","3.34890137","NASDAQ","stocks","XNAS","True","True"
"FRGT","2025-06-11 09:45:00","2025-06-12 16:00:00","5183.93310244","-2.521","5053.24614892","-130.68695351","NASDAQ","stocks","XNAS","True","True"
"CNTX","2025-06-11 09:45:00","2025-06-12 16:00:00","5183.93310244","-8.6378","4736.15532891","-447.77777352","NASDAQ","stocks","XNAS","True","True"
"PHIO","2025-06-11 09:45:00","2025-06-12 16:00:00","5165.82515419","-4.0777","4955.17830187","-210.64685231","NASDAQ","stocks","XNAS","True","True"
"WYY","2025-06-12 09:45:00","2025-06-13 16:00:00","4723.0211637","-10.8619","4210.01132792","-513.00983578","AMEX","stocks","XASE","True","True"
"INUV","2025-06-13 09:45:00","2025-06-16 16:00:00","4866.90023585","6.9837","5206.78994762","339.88971177","AMEX","stocks","XASE","True","True"
"AWRE","2025-06-13 09:45:00","2025-06-16 16:00:00","4866.90023585","4.023","5062.69563234","195.79539649","NASDAQ","stocks","XNAS","True","True"
"SLNH","2025-06-13 09:45:00","2025-06-16 16:00:00","4866.90023585","-0.6753","4834.03405856","-32.86617729","NASDAQ","stocks","XNAS","True","True"
"IRIX","2025-06-13 14:58:38","2025-06-16 16:00:00","143.87907215","2.2845","147.16598955","3.2869174","NASDAQ","stocks","XNAS","True","True"
"IAUX","2025-06-16 09:45:00","2025-06-17 16:00:00","4210.01132792","3.3397","4350.61307624","140.60174832","AMEX","stocks","XASE","True","True"
"SNRG","2025-06-17 09:45:00","2025-06-18 16:00:00","4865.174239","1.4286","4934.67811818","69.50387918","OTC","otc","OTC Link","True","True"
"BLNE","2025-06-17 09:45:00","2025-06-18 16:00:00","4865.174239","14.9254","5591.32095487","726.14671587","NASDAQ","stocks","XNAS","True","True"
"BARK","2025-06-17 09:45:00","2025-06-18 16:00:00","4865.174239","-2.132","4761.44872423","-103.72551478","NYSE","stocks","XNYS","True","True"
"IMUX","2025-06-17 09:45:00","2025-06-18 16:00:00","655.16291108","-7.9768","602.90187599","-52.26103509","NASDAQ","stocks","XNAS","True","True"
"GPUS","2025-06-18 09:45:00","2025-06-19 16:00:00","4350.61307624","-8.6567","3973.99355407","-376.61952217","AMEX","stocks","XASE","True","True"
"IMRX","2025-06-20 09:45:00","2025-06-23 16:00:00","4966.08580683","-16.206275","4161.26828424","-804.81752259","NASDAQ","stocks","XNAS","True","True"
"IMMX","2025-06-20 09:50:32","2025-06-23 16:00:00","4966.08580683","-5.9707","4669.57572156","-296.51008527","NASDAQ","stocks","XNAS","True","True"
"LAKE","2025-06-20 12:59:32","2025-06-23 16:00:00","4966.08580683","4.2735","5178.31148379","212.22567695","NASDAQ","stocks","XNAS","True","True"
"AKTX","2025-06-23 09:45:00","2025-06-24 16:00:00","4966.08580683","2.6549","5097.93041892","131.84461209","NASDAQ","stocks","XNAS","True","True"
"MBRX","2025-06-24 09:45:00","2025-06-25 16:00:00","4743.81032411","2.0436","4840.75483189","96.94450778","NASDAQ","stocks","XNAS","True","True"
"THAR","2025-06-24 09:45:00","2025-06-25 16:00:00","4743.81032411","19.4245","5665.27176051","921.46143641","non tradable","","","","False"
"MGLD","2025-06-24 15:21:22","2025-06-25 16:00:00","4521.53484138","8.6957","4914.71394658","393.1791052","AMEX","stocks","XASE","True","True"
"AKTX","2025-06-25 09:45:00","2025-06-26 16:00:00","4776.77147713","0.4292","4797.27338031","20.50190318","NASDAQ","stocks","XNAS","True","True"
"LIVE","2025-06-26 09:45:00","2025-06-27 16:00:00","5129.66773948","25.6261","6444.20152406","1314.53378459","NASDAQ","stocks","XNAS","True","True"
"AKTX","2025-06-26 09:45:00","2025-06-27 16:00:00","352.89626235","-2.5966","343.732958","-9.16330435","NASDAQ","stocks","XNAS","True","True"
"BTBT","2025-06-26 15:50:08","2025-06-27 16:00:00","5129.66773948","2.0356","5234.08725598","104.4195165","NASDAQ","stocks","XNAS","True","True"
"NLST","2025-06-27 09:45:00","2025-06-30 16:00:00","5134.79321527","4.237","5352.3544038","217.56118853","OTC","otc","OTC Link","True","True"
"CALC","2025-06-27 09:45:00","2025-06-30 16:00:00","4792.14790451","8.8435","5215.94150445","423.79359994","NASDAQ","stocks","XNAS","True","True"
"HOVR","2025-06-30 09:45:00","2025-07-01 16:00:00","5487.24071446","-4.6646","5231.28288409","-255.95783037","NASDAQ","stocks","XNAS","True","True"
"EONR","2025-06-30 09:45:00","2025-07-01 16:00:00","1047.54030913","8.5634","1137.24537596","89.70506683","AMEX","stocks","XASE","True","True"
"CTTH","2025-06-30 09:45:00","2025-07-01 16:00:00","5487.24071446","25.6261","6893.40650718","1406.16579273","OTC","otc","OTC Link","True","True"
"JUNS","2025-07-02 09:45:00","2025-07-03 16:00:00","5957.55766887","25.6261","7484.24735465","1526.68968578","NASDAQ","stocks","XNAS","True","True"
"EXOZ","2025-07-03 09:45:00","2025-07-04 16:00:00","5957.55766887","5.0842","6260.45181587","302.894147","NASDAQ","stocks","XNAS","True","True"
"CLRB","2025-07-03 09:45:00","2025-07-04 16:00:00","5957.55766887","-3.1282","5771.19334987","-186.364319","NASDAQ","stocks","XNAS","True","True"
"BCDA","2025-07-03 09:45:00","2025-07-04 16:00:00","5957.55766887","2.484","6105.54340137","147.98573249","NASDAQ","stocks","XNAS","True","True"
"CTTH","2025-07-08 13:20:34","2025-07-09 16:00:00","6405.35898044","-8.6207","5853.17219881","-552.18678163","OTC","otc","OTC Link","True","True"
"DYN","2025-07-16 09:45:00","2025-07-17 16:00:00","6267.31228503","5.8559","6634.31982513","367.0075401","NASDAQ","stocks","XNAS","True","True"
"CALC","2025-07-16 09:45:00","2025-07-17 16:00:00","6267.31228503","18.1712","7406.15813497","1138.84584994","NASDAQ","stocks","XNAS","True","True"
"SSGC","2025-07-17 09:45:00","2025-07-18 16:00:00","6267.31228503","4.6667","6559.78894744","292.47666241","OTC","otc","OTC Link","True","True"
"HELE","2025-07-17 09:45:00","2025-07-18 16:00:00","6267.31228503","-3.1501","6069.88568074","-197.42660429","NASDAQ","stocks","XNAS","True","True"
"MRAI","2025-07-22 09:45:00","2025-07-23 16:00:00","6667.53814707","-3.6232","6425.95990493","-241.57824214","OTC","otc","OTC Link","True","True"
"ETST","2025-07-22 15:39:07","2025-07-23 16:00:00","6667.53814707","11.0494","7404.26110709","736.72296002","OTC","otc","OTC Link","True","True"
"MNTR","2025-07-28 09:45:00","2025-07-29 16:00:00","6791.32432654","-4","6519.67135348","-271.65297306","OTC","otc","OTC Link","True","True"
"LOOP","2025-07-28 09:45:00","2025-07-29 16:00:00","6791.32432654","-5.9657","6386.17429119","-405.15003535","NASDAQ","stocks","XNAS","True","True"
"LEXX","2025-07-30 11:49:10","2025-07-31 16:00:00","6622.12357444","-0.6623","6578.26525001","-43.85832443","NASDAQ","stocks","XNAS","True","True"
"TLRY","2025-07-31 09:45:00","2025-08-01 16:00:00","6622.12357444","-5.2956","6271.44239843","-350.68117601","NASDAQ","stocks","XNAS","True","True"
"NVCR","2025-07-31 09:45:00","2025-08-01 16:00:00","6622.12357444","-1.8213","6501.51483778","-120.60873666","NASDAQ","stocks","XNAS","True","True"
"ASRV","2025-07-31 14:41:26","2025-08-01 16:00:00","6622.12357444","6.5455","7055.574673","433.45109856","NASDAQ","stocks","XNAS","True","True"
"MNTR","2025-08-01 09:45:00","2025-08-04 16:00:00","6578.26525001","-2.3256","6425.28111335","-152.98413665","OTC","otc","OTC Link","True","True"
"MRAI","2025-08-04 09:45:00","2025-08-05 16:00:00","23.4340398","8.0645","25.32387794","1.88983814","OTC","otc","OTC Link","True","True"
"NSPR","2025-08-04 09:45:00","2025-08-05 16:00:00","6601.6992898","-12.3435","5786.81853797","-814.88075184","NASDAQ","stocks","XNAS","True","True"
"ALGN","2025-08-04 09:45:00","2025-08-05 16:00:00","6601.6992898","-1.5058","6502.2909019","-99.40838791","NASDAQ","stocks","XNAS","True","True"
"TWNP","2025-08-04 09:45:00","2025-08-05 16:00:00","6601.6992898","-9.0726","6002.75352004","-598.94576977","non tradable","","","","False"
"ABP","2025-08-05 09:45:00","2025-08-06 16:00:00","6425.28111335","8.2984","6958.47664126","533.19552791","non tradable","","","","False"
"MNTR","2025-08-06 09:45:00","2025-08-07 16:00:00","6185.6169878","0.1202","6193.05209942","7.43511162","OTC","otc","OTC Link","True","True"
"XRX","2025-08-06 09:45:00","2025-08-07 16:00:00","6185.6169878","-2.5427","6028.33530465","-157.28168315","NASDAQ","stocks","XNAS","True","True"
"XELB","2025-08-06 09:45:00","2025-08-07 16:00:00","5945.95286225","-10.6719","5311.40671874","-634.54614351","NASDAQ","stocks","XNAS","True","True"
"NEO","2025-08-07 09:45:00","2025-08-08 16:00:00","6318.91586978","0","6318.91586978","0","NASDAQ","stocks","XNAS","True","True"
"VRTX","2025-08-08 09:45:00","2025-08-11 16:00:00","6122.81769102","-0.0867","6117.50920808","-5.30848294","NASDAQ","stocks","XNAS","True","True"
"LUMN","2025-08-08 09:45:00","2025-08-11 16:00:00","6122.81769102","-1.7083","6018.2215964","-104.59609462","NYSE","stocks","XNYS","True","True"
"PUMP","2025-08-08 09:45:00","2025-08-11 16:00:00","5926.71951226","0.1065","5933.03146854","6.31195628","NYSE","stocks","XNYS","True","True"
"PTLO","2025-08-11 09:45:00","2025-08-12 16:00:00","196.09817876","0.2528","196.59391495","0.4957362","NASDAQ","stocks","XNAS","True","True"
"FFAI","2025-08-11 09:45:00","2025-08-12 16:00:00","6122.81769102","12.1203","6864.92156362","742.1038726","NASDAQ","stocks","XNAS","True","True"
"TNDM","2025-08-12 09:45:00","2025-08-13 16:00:00","5874.92320162","2.0165","5993.39102798","118.46782636","NASDAQ","stocks","XNAS","True","True"
"GMGI","2025-08-12 09:45:00","2025-08-13 16:00:00","6096.9195357","-1.34","6015.22081392","-81.69872178","NASDAQ","stocks","XNAS","True","True"
"ECOR","2025-08-12 09:45:00","2025-08-13 16:00:00","6096.9195357","17.8899","7187.65234372","1090.73280802","NASDAQ","stocks","XNAS","True","True"
"RDW","2025-08-13 09:45:00","2025-08-14 16:00:00","6282.5694379","-2.3631","6134.10603951","-148.46339839","NYSE","stocks","XNYS","True","True"
"MNTR","2025-08-13 09:45:00","2025-08-14 16:00:00","778.94604068","4.4939","813.9510968","35.00505612","OTC","otc","OTC Link","True","True"
"MXCT","2025-08-14 09:45:00","2025-08-15 16:00:00","6564.44491605","-6.2069","6156.99638455","-407.44853149","NASDAQ","stocks","XNAS","True","True"
"DRTTF","2025-08-14 09:45:00","2025-08-15 16:00:00","6564.44491605","-0.837","6509.5005121","-54.94440395","OTC","otc","OTC Link","True","True"
"GMGI","2025-08-14 09:45:00","2025-08-15 16:00:00","6067.37435352","1.3233","6147.66391834","80.28956482","NASDAQ","stocks","XNAS","True","True"
"REI","2025-08-15 09:45:00","2025-08-18 16:00:00","6536.08033048","2.7982","6718.97293029","182.89259981","AMEX","stocks","XASE","True","True"
"MYO","2025-08-18 09:45:00","2025-08-19 16:00:00","6440.55448783","5.5556","6798.36593295","357.81144513","AMEX","stocks","XASE","True","True"
"FCUV","2025-08-18 09:45:00","2025-08-19 16:00:00","6440.55448783","-10.9645","5734.37989101","-706.17459682","NASDAQ","stocks","XNAS","True","True"
"CLAR","2025-08-18 09:45:00","2025-08-19 16:00:00","6345.02864517","2.9499","6532.20064518","187.172","NASDAQ","stocks","XNAS","True","True"
"EFOI","2025-08-19 09:45:00","2025-08-20 16:00:00","6486.27763778","24.2424","8058.70700784","1572.42937006","NASDAQ","stocks","XNAS","True","True"
"MYSE","2025-08-20 09:45:00","2025-08-21 16:00:00","6445.97984986","0.065","6450.16973676","4.1898869","NASDAQ","stocks","XNAS","True","True"
"BW","2025-08-20 09:45:00","2025-08-21 16:00:00","6445.97984986","8.8435","7016.03007788","570.05022802","NYSE","stocks","XNYS","True","True"
"MNTR","2025-08-21 09:45:00","2025-08-22 16:00:00","786.21468503","7.6208","846.13053375","59.91584872","OTC","otc","OTC Link","True","True"
"ALXO","2025-08-21 09:45:00","2025-08-22 16:00:00","6839.08719237","25.6261","8591.67851538","1752.591323","NASDAQ","stocks","XNAS","True","True"
"SCWO","2025-08-21 09:45:00","2025-08-22 16:00:00","6839.08719237","7.7553","7369.4789214","530.39172903","NASDAQ","stocks","XNAS","True","True"
"ECIA","2025-08-22 09:45:00","2025-08-25 16:00:00","6982.6472211","25.6261","8772.02738063","1789.38015953","OTC","otc","OTC Link","True","True"
"GPUS","2025-08-22 09:45:00","2025-08-25 16:00:00","6483.55259354","-6.387","6069.44808939","-414.10450415","AMEX","stocks","XASE","True","True"
"RHEP","2025-08-25 09:45:00","2025-08-26 16:00:00","7568.37194629","5.5556","7988.84041814","420.46847185","OTC","otc","OTC Link","True","True"
"WATT","2025-08-25 09:45:00","2025-08-26 16:00:00","7568.37194629","1.6189","7690.89631973","122.52437344","NASDAQ","stocks","XNAS","True","True"
"GIFT","2025-08-25 09:45:00","2025-08-26 16:00:00","1670.54407794","-2.8037","1623.70703363","-46.83704431","NASDAQ","stocks","XNAS","True","True"
"CLDI","2025-08-26 09:45:00","2025-08-27 16:00:00","7912.19086014","-7.6123","7309.89115529","-602.29970485","AMEX","stocks","XASE","True","True"
"OBIO","2025-08-26 09:45:00","2025-08-27 16:00:00","6929.28460988","0.7092","6978.42709633","49.14248645","NASDAQ","stocks","XNAS","True","True"
"STSS","2025-08-27 09:45:00","2025-08-28 16:00:00","8036.22981038","25.6261","10095.60209782","2059.37228744","NASDAQ","stocks","XNAS","True","True"
"COTY","2025-08-27 09:45:00","2025-08-28 16:00:00","8036.22981038","8.9308","8753.92942228","717.69961191","NYSE","stocks","XNYS","True","True"
"FFAI","2025-08-27 09:45:00","2025-08-28 16:00:00","1230.98415074","-3.055","1193.37758494","-37.60656581","NASDAQ","stocks","XNAS","True","True"
"GPUS","2025-08-28 09:45:00","2025-08-29 16:00:00","7897.94050578","-1.86","7751.03881237","-146.90169341","AMEX","stocks","XASE","True","True"
"DRIO","2025-08-28 09:45:00","2025-08-29 16:00:00","6390.37774584","0.2107","6403.84227175","13.46452591","NASDAQ","stocks","XNAS","True","True"
"OPEN","2025-08-29 09:45:00","2025-09-01 16:00:00","2877.29542671","9.1106","3139.43430385","262.13887715","NASDAQ","stocks","XNAS","True","True"
"PROP","2025-08-29 09:45:00","2025-09-01 16:00:00","8582.80683917","-5.8824","8077.93180966","-504.87502951","NASDAQ","stocks","XNAS","True","True"
"RLMD","2025-08-29 09:45:00","2025-09-01 16:00:00","8582.80683917","25.6261","10782.24550258","2199.43866341","NASDAQ","stocks","XNAS","True","True"
"TZUP","2025-09-02 10:00:05","2025-09-03 16:00:00","9038.62317505","-5.0269","8584.26062667","-454.36254839","non tradable","","","","False"
"GMGI","2025-09-03 09:45:00","2025-09-04 16:00:00","9038.62317505","-5.5865","8533.68049138","-504.94268367","NASDAQ","stocks","XNAS","True","True"
"CWBHF","2025-09-03 11:25:38","2025-09-04 16:00:00","9038.62317505","0.7839","9109.47694212","70.85376707","OTC","otc","OTC Link","True","True"
"FFAI","2025-09-04 09:45:00","2025-09-05 16:00:00","8925.03253796","-12.3487","7822.90704494","-1102.12549301","NASDAQ","stocks","XNAS","True","True"
"BLNE","2025-09-04 13:57:02","2025-09-05 16:00:00","8697.85126376","25.6261","10926.77132647","2228.9200627","NASDAQ","stocks","XNAS","True","True"
"BSPK","2025-09-08 09:45:00","2025-09-09 16:00:00","9098.20895123","25.6261","11429.72507528","2331.51612405","OTC","otc","OTC Link","True","True"
"NAUT","2025-09-08 09:45:00","2025-09-09 16:00:00","9098.20895123","-1.1508","8993.50676262","-104.70218861","NASDAQ","stocks","XNAS","True","True"
"NNOX","2025-09-08 09:45:00","2025-09-09 16:00:00","9098.20895123","3.9441","9457.05141047","358.84245925","NASDAQ","stocks","XNAS","True","True"
"BLNK","2025-09-08 09:45:00","2025-09-09 16:00:00","9098.20895123","6.5421","9693.42287903","595.2139278","NASDAQ","stocks","XNAS","True","True"
"ACDC","2025-09-10 09:45:00","2025-09-11 16:00:00","9893.42653185","2.3622","10127.12905338","233.70252154","NASDAQ","stocks","XNAS","True","True"
"FFAI","2025-09-10 09:45:00","2025-09-11 16:00:00","9893.42653185","5.0279","10390.85812444","497.43159259","NASDAQ","stocks","XNAS","True","True"
"AARD","2025-09-11 09:45:00","2025-09-12 16:00:00","9893.42653185","6.233","10510.08380758","616.65727573","NASDAQ","stocks","XNAS","True","True"
"GPUS","2025-09-11 09:45:00","2025-09-12 16:00:00","9893.42653185","-5.6844","9331.04459407","-562.38193778","AMEX","stocks","XASE","True","True"
"SMMT","2025-09-12 09:45:00","2025-09-15 16:00:00","10076.21006038","-1.8653","9888.25851413","-187.95154626","NASDAQ","stocks","XNAS","True","True"
"NEXT","2025-09-15 09:45:00","2025-09-16 16:00:00","10089.77889487","7.6448","10861.12231182","771.34341696","NASDAQ","stocks","XNAS","True","True"
"PESI","2025-09-15 09:45:00","2025-09-16 16:00:00","10089.77889487","-4.2938","9656.54396868","-433.23492619","NASDAQ","stocks","XNAS","True","True"
"SI","2025-09-16 09:45:00","2025-09-17 16:00:00","10042.79100831","-1.8519","9856.80856162","-185.98244668","NYSE","stocks","XNYS","True","True"
"EONR","2025-09-17 11:06:03","2025-09-18 16:00:00","10127.318131","16.563","11804.70583303","1677.38770204","AMEX","stocks","XASE","True","True"
"MNTR","2025-09-17 11:58:13","2025-09-18 16:00:00","10127.318131","4.3243","10565.25374894","437.93561794","OTC","otc","OTC Link","True","True"
"GPUS","2025-09-18 09:45:00","2025-09-19 16:00:00","10080.82251933","25.6261","12664.14417895","2583.32165963","AMEX","stocks","XASE","True","True"
"IMMX","2025-09-18 09:45:00","2025-09-19 16:00:00","9987.83129599","3.1705","10304.49548722","316.66419124","NASDAQ","stocks","XNAS","True","True"
"NXXT","2025-09-19 09:45:00","2025-09-22 16:00:00","10609.65334932","-1.158","10486.79356354","-122.85978579","NASDAQ","stocks","XNAS","True","True"
"ALXO","2025-09-19 09:45:00","2025-09-22 16:00:00","10609.65334932","-7.9377","9767.49089541","-842.16245391","NASDAQ","stocks","XNAS","True","True"
"OPTT","2025-09-19 09:45:00","2025-09-22 16:00:00","1150.65288333","1.9798","1173.43350911","22.78062578","AMEX","stocks","XASE","True","True"
"HAIN","2025-09-22 09:45:00","2025-09-23 16:00:00","11334.64981204","-5.7471","10683.23615269","-651.41365935","NASDAQ","stocks","XNAS","True","True"
"BCDA","2025-09-23 09:45:00","2025-09-24 16:00:00","11099.08940856","18.4","13141.32185973","2042.23245117","NASDAQ","stocks","XNAS","True","True"
"CGC","2025-09-24 09:45:00","2025-09-25 16:00:00","10936.23599372","2.2388","11181.07644515","244.84045143","NASDAQ","stocks","XNAS","True","True"
"ADMQ","2025-09-24 12:56:39","2025-09-25 16:00:00","10936.23599372","0","10936.23599372","0","OTC","otc","OTC Link","True","True"
"JSPR","2025-09-25 09:45:00","2025-09-26 16:00:00","11446.79410652","4.2194","11929.78013705","482.98603053","NASDAQ","stocks","XNAS","True","True"
"ABSI","2025-09-25 09:45:00","2025-09-26 16:00:00","11446.79410652","7.6923","12327.31584957","880.52174306","NASDAQ","stocks","XNAS","True","True"
"RNGE","2025-09-26 09:45:00","2025-09-29 16:00:00","11508.00421937","8.1081","12441.08470948","933.08049011","OTC","otc","OTC Link","True","True"
"PGEN","2025-09-29 09:45:00","2025-09-30 16:00:00","11848.88116277","-8.2287","10873.87227853","-975.00888424","NASDAQ","stocks","XNAS","True","True"
"DLTH","2025-09-30 09:45:00","2025-10-01 16:00:00","12082.1512853","-5.3985","11429.89634816","-652.25493714","NASDAQ","stocks","XNAS","True","True"
"VHAI","2025-09-30 13:13:52","2025-10-01 16:00:00","12082.1512853","25.6261","15178.33545582","3096.18417052","OTC","otc","OTC Link","True","True"
"PGEN","2025-10-01 09:45:00","2025-10-02 16:00:00","11838.39906424","-2.5004","11542.39173403","-296.0073302","NASDAQ","stocks","XNAS","True","True"
"IMRX","2025-10-02 09:45:00","2025-10-03 16:00:00","12449.38137258","-8.3333","11411.93707466","-1037.44429792","NASDAQ","stocks","XNAS","True","True"
"SAVA","2025-10-03 09:45:00","2025-10-06 16:00:00","12375.37954003","0.9901","12497.90817286","122.52863283","NASDAQ","stocks","XNAS","True","True"
"MRAI","2025-10-03 09:45:00","2025-10-06 16:00:00","12375.37954003","10.2041","13638.17564368","1262.79610364","OTC","otc","OTC Link","True","True"
"SNGX","2025-10-03 13:33:09","2025-10-06 16:00:00","12301.37770748","-0.7246","12212.24192461","-89.13578287","NASDAQ","stocks","XNAS","True","True"
"LAC","2025-10-06 09:45:00","2025-10-07 16:00:00","11411.93707466","-7.0264","10610.08872805","-801.84834661","NYSE","stocks","XNYS","True","True"
"BNC","2025-10-07 09:45:00","2025-10-08 16:00:00","12440.06570395","14.9646","14301.67177629","1861.60607233","NASDAQ","stocks","XNAS","True","True"
"MLTX","2025-10-09 09:45:00","2025-10-10 16:00:00","12705.00513538","3.6625","13170.32594847","465.32081308","NASDAQ","stocks","XNAS","True","True"
"CPSH","2025-10-09 15:20:01","2025-10-10 16:00:00","12705.00513538","11.5816","14176.44801014","1471.44287476","NASDAQ","stocks","XNAS","True","True"
"MNTR","2025-10-15 09:45:00","2025-10-16 16:00:00","13189.19605734","15.3846","15218.30111398","2029.10505664","OTC","otc","OTC Link","True","True"
"VNRX","2025-10-16 09:45:00","2025-10-17 16:00:00","13189.19605734","-5.5095","12462.53730056","-726.65875678","AMEX","stocks","XASE","True","True"
"SINT","2025-10-21 09:45:00","2025-10-22 16:00:00","13514.80763231","2.7928","13892.24917986","377.44154756","NASDAQ","stocks","XNAS","True","True"
"MNTR","2025-10-22 15:43:04","2025-10-23 16:00:00","13514.80763231","10.5263","14937.41682811","1422.6091958","OTC","otc","OTC Link","True","True"
"RYES","2025-10-28 09:45:00","2025-10-29 16:00:00","13964.82031815","12.6374","15729.61052103","1764.79020289","OTC","otc","OTC Link","True","True"
"MNTR","2025-10-28 09:45:00","2025-10-29 16:00:00","13964.82031815","-4.6092","13321.15382004","-643.6664981","OTC","otc","OTC Link","True","True"
"XFOR","2025-10-28 09:45:00","2025-10-29 16:00:00","13964.82031815","1.0811","14115.79399061","150.97367246","NASDAQ","stocks","XNAS","True","True"
"ITGR","2025-10-31 09:45:00","2025-11-03 16:00:00","14282.84466246","6.5679","15220.92761704","938.08295459","NYSE","stocks","XNYS","True","True"
"MNTR","2025-11-03 09:45:00","2025-11-04 16:00:00","14282.84466246","-0.2079","14253.1506284","-29.69403405","OTC","otc","OTC Link","True","True"
"ENPH","2025-11-04 09:45:00","2025-11-05 16:00:00","14517.3654011","9.3022","15867.79976544","1350.43436434","NASDAQ","stocks","XNAS","True","True"
"PSTV","2025-11-05 09:45:00","2025-11-06 16:00:00","14509.94189259","0.2732","14549.58305384","39.64116125","NASDAQ","stocks","XNAS","True","True"
"GMGI","2025-11-05 09:45:00","2025-11-06 16:00:00","14509.94189259","-2.9016","14088.92141863","-421.02047396","NASDAQ","stocks","XNAS","True","True"
"MNTR","2025-11-06 09:45:00","2025-11-07 16:00:00","14847.55048368","10.3663","16386.69210946","1539.14162579","OTC","otc","OTC Link","True","True"
"RLMD","2025-11-06 09:45:00","2025-11-07 16:00:00","14847.55048368","-2.214","14518.82571597","-328.72476771","NASDAQ","stocks","XNAS","True","True"
"NCLH","2025-11-07 09:45:00","2025-11-10 16:00:00","14561.51599915","1.0884","14720.00353928","158.48754013","NYSE","stocks","XNYS","True","True"
"GMGI","2025-11-07 09:45:00","2025-11-10 16:00:00","14752.2056555","9.6421","16174.62807701","1422.42242151","NASDAQ","stocks","XNAS","True","True"
"ZOMDF","2025-11-10 09:45:00","2025-11-11 16:00:00","15054.80987002","-1.9771","14757.16122408","-297.64864594","OTC","otc","OTC Link","True","True"
"LENZ","2025-11-10 09:45:00","2025-11-11 16:00:00","15054.80987002","10.2888","16603.76914793","1548.95927791","NASDAQ","stocks","XNAS","True","True"
"ITGR","2025-11-10 09:45:00","2025-11-11 16:00:00","795.89808539","1.0859","804.5407427","8.64265731","NYSE","stocks","XNYS","True","True"
